title,country,culture,image
The Natchez,French,,https://images.metmuseum.org/CRDImages/ep/original/DP-14345-001.jpg
Macbeth Consulting the Witches,French,,https://images.metmuseum.org/CRDImages/dp/original/DP852124.jpg
The Mass of Saint Basil,French,,https://images.metmuseum.org/CRDImages/ep/original/DP151176.jpg
"Study for ""A Sunday on La Grande Jatte""",French,,https://images.metmuseum.org/CRDImages/rl/original/DT3136.jpg
"[Children from the Village of Kalabshah, Nubia]",French,,https://images.metmuseum.org/CRDImages/ph/original/DP110067.jpg
"Jérusalem, Fontaine Arabe, 2",French,,https://images.metmuseum.org/CRDImages/ph/original/DP131371.jpg
"Béni Haçan, Architecture Hypogéenne, Tombeau d'Amoneï",French,,https://images.metmuseum.org/CRDImages/ph/original/DP144517.jpg
Colosses du Ramesséum,French,,https://images.metmuseum.org/CRDImages/ph/original/DP139572.jpg
Le Midi de la France,French,,https://images.metmuseum.org/CRDImages/ph/original/DP251873.jpg
Christ Asleep during the Tempest,French,,https://images.metmuseum.org/CRDImages/ep/original/DP-14343-001.jpg
La Tour St. Jacques La Boucherie à Paris,French,,https://images.metmuseum.org/CRDImages/ph/original/DP200353.jpg
Bacchante with lowered eyes,French,,https://images.metmuseum.org/CRDImages/es/original/DP-17214-002.jpg
Versailles,French,,https://images.metmuseum.org/CRDImages/rl/original/SLP0202.jpg
Les monuments d'Égypte,French,,https://images.metmuseum.org/CRDImages/es/original/DP109796.jpg
A View of the Vestibule of Santa Maria Maggiore at Rome,French,,https://images.metmuseum.org/CRDImages/dp/original/DP104268.jpg
Allegory of the Maréchal de Villars’s Victory at Denain,French,,https://images.metmuseum.org/CRDImages/es/original/DP251949.jpg
Figures in a Roman Arcade,French,,https://images.metmuseum.org/CRDImages/dp/original/DP226751.jpg
Oeuvres de Jean Racine,French,,https://images.metmuseum.org/CRDImages/dp/original/DP254790.jpg
[Model of a P.L.M. Locomotive],French,,https://images.metmuseum.org/CRDImages/ph/original/DP214801.jpg
Design for Domed Ceiling for Mme Païva's Chateau at Neudeck,French,,https://images.metmuseum.org/CRDImages/dp/original/DP811113.jpg
"Veue du chasteau de Versailles (View of Versailles, garden facade)",French,,https://images.metmuseum.org/CRDImages/dp/original/DP105011.jpg
Figures in a Colonnade,French,,https://images.metmuseum.org/CRDImages/dp/original/DP226757.jpg
Ludus pro patria (Patriotic Games),French,,https://images.metmuseum.org/CRDImages/ep/original/DP-14201-037.jpg
[Auguste Rodin's The Clenched Hand],French,,https://images.metmuseum.org/CRDImages/ph/original/DP210186.jpg
A Classical Landscape,French,,https://images.metmuseum.org/CRDImages/ep/original/DP123839.jpg
Artist Sketching a Young Girl,French,,https://images.metmuseum.org/CRDImages/dp/original/DP808082.jpg
Cochinchine et Cambodge,French,,https://images.metmuseum.org/CRDImages/ph/original/DP151621.jpg
"Westernmost Colossus of the Temple of Re, Abu Simbel",French,,https://images.metmuseum.org/CRDImages/ph/original/DP136319.jpg
"Abo-Sembil, Grand Spéos, Statues Colossales vues de Face (Parte Inférieure)",French,,https://images.metmuseum.org/CRDImages/ph/original/DP144519.jpg
Spartan Soldier,French,,https://images.metmuseum.org/CRDImages/ph/original/DP279241.jpg
Angle d'Une Cour Intérieure de la Grande Pagode,French,,https://images.metmuseum.org/CRDImages/ph/original/DP151656.jpg
"Portal of Saint-Ursin, Bourges",French,,
The Mass of St. Gregory,French,,https://images.metmuseum.org/CRDImages/dp/original/DP836558.jpg
Saint Gregory as Deacon Directing Prayers and Processions for the Cessation of the Plague,French,,https://images.metmuseum.org/CRDImages/dp/original/DP836553.jpg
St. Gregory Dictating His Homilies to a Secretary,French,,https://images.metmuseum.org/CRDImages/dp/original/DP836555.jpg
St. Gregory Reluctant to Accept His Election as Bishop of Rome,French,,https://images.metmuseum.org/CRDImages/dp/original/DP836556.jpg
St. Gregory Distributing His Worldly Goods to the Poor,French,,https://images.metmuseum.org/CRDImages/dp/original/DP836557.jpg
The Clergy of Rome Paying Homage to St. Gregory after His Investiture,French,,https://images.metmuseum.org/CRDImages/dp/original/DP836554.jpg
Dish of Apples,French,,https://images.metmuseum.org/CRDImages/ep/original/DT1939.jpg
Chimney with a Bacchanal over the Mantle from 'Grandes Cheminée',French,,https://images.metmuseum.org/CRDImages/dp/original/DP830822.jpg
"Chimney with a Painting of Louis XIV over the Mantle, from 'Grandes Cheminée'",French,,https://images.metmuseum.org/CRDImages/dp/original/DP830824.jpg
Chalice for the Coronation of Napoleon I,French,,https://images.metmuseum.org/CRDImages/dp/original/DP834434.jpg
Ciborium for the Coronation of Napoleon I,French,,https://images.metmuseum.org/CRDImages/dp/original/DP834433.jpg
A Pond in Picardy,French,,https://images.metmuseum.org/CRDImages/ep/original/DP-16065-001.jpg
Study for Saint Gervasius,French,,https://images.metmuseum.org/CRDImages/dp/original/DP811593.jpg
"Les Ruines de Paris et de ses Environs 1870-1871: Cent Photographies: Second Volume.  Par A. Liébert, text par Alfred d'Aunay.",French,,https://images.metmuseum.org/CRDImages/ph/original/DP161612.jpg
"Tomb of Ptahmose, Saqqara (Memphis)",French,,https://images.metmuseum.org/CRDImages/ph/original/DP262086.jpg
Bertel Thorvaldsen (1768–1844) with the Bust of Horace Vernet,French,,https://images.metmuseum.org/CRDImages/ep/original/DT2137.jpg
Still Life with Silver,French,,https://images.metmuseum.org/CRDImages/ep/original/DP283310.jpg
Design for a Double Tomb,French,,https://images.metmuseum.org/CRDImages/dp/original/DP810718.jpg
Design for a Double Tomb,French,,https://images.metmuseum.org/CRDImages/dp/original/DP810713.jpg
The Horse Fair,French,,https://images.metmuseum.org/CRDImages/ep/original/DT44.jpg
"Vue d'une partie du Palais des Cesars du côté de Campo Vaccino, batie par l'Empereur Caligula, from Les Plus Beaux Monuments de Rome Ancienne ou Recueil des plus beaux Morceaux de l'Antiquité Romaine qui existent encore",French,,https://images.metmuseum.org/CRDImages/dp/original/DP341368.jpg
The Baptism of Christ,French,,https://images.metmuseum.org/CRDImages/ep/original/DT10696.jpg
"Brackets, Caryatids and other Architectural Details (recto and verso)",French,,https://images.metmuseum.org/CRDImages/dp/original/DP807891.jpg
Seated Voltaire,French,,https://images.metmuseum.org/CRDImages/es/original/DP105166.jpg
"1807, Friedland",French,,https://images.metmuseum.org/CRDImages/ep/original/DT2144.jpg
The Death of Socrates,French,,https://images.metmuseum.org/CRDImages/ep/original/DP-13139-001.jpg
Madame Élisabeth de France (1764–1794),French,,https://images.metmuseum.org/CRDImages/ep/original/DP161657.jpg
The French Comedians,French,,https://images.metmuseum.org/CRDImages/ep/original/DP120381.jpg
"Madame Cézanne (Hortense Fiquet, 1850–1922) in the Conservatory",French,,https://images.metmuseum.org/CRDImages/ep/original/DP317780.jpg
"Madame Philippe Panon Desbassayns de Richemont (Jeanne Eglé Mourgue, 1778–1855) and Her Son, Eugène (1800–1859)",French,,https://images.metmuseum.org/CRDImages/ep/original/DP-13442-001.jpg
"Nîmes, Tour Magne","French, born Prussia",,https://images.metmuseum.org/CRDImages/ph/original/DP138001.jpg
Arc de triomphe de l'Ètoile,"French, born Prussia",,https://images.metmuseum.org/CRDImages/ph/original/DT1642.jpg
"Nîmes, Fontaine","French, born Prussia",,https://images.metmuseum.org/CRDImages/ph/original/DP137999.jpg
Saint-Rémy,"French, born Prussia",,https://images.metmuseum.org/CRDImages/ph/original/DP137991.jpg
[Entrance to the Port of Boulogne],"French, born Prussia",,https://images.metmuseum.org/CRDImages/ph/original/DT1165.jpg
Arc antique à Orange,"French, born Prussia",,https://images.metmuseum.org/CRDImages/ph/original/DP163224.jpg
[Roman Arch at Orange],"French, born Prussia",,https://images.metmuseum.org/CRDImages/ph/original/DP318622.jpg
Eglise d'Auvers,"French, born Prussia",,https://images.metmuseum.org/CRDImages/ph/original/DT6523.jpg
La Ciotat,"French, born Prussia",,https://images.metmuseum.org/CRDImages/ph/original/DP138024.jpg
"La Ciotat, Bec de l'Aigle","French, born Prussia",,https://images.metmuseum.org/CRDImages/ph/original/DP138025.jpg
Bandol,"French, born Prussia",,https://images.metmuseum.org/CRDImages/ph/original/DP138026.jpg
Gorges d'Ollioules,"French, born Prussia",,https://images.metmuseum.org/CRDImages/ph/original/DP138030.jpg
"Pavillon de l'Horloge, Louvre","French, born Prussia",,https://images.metmuseum.org/CRDImages/ph/original/DT6797.jpg
Village de Murols,"French, born Prussia",,https://images.metmuseum.org/CRDImages/ph/original/DP229966.jpg
[Rocks in the Auvergne],"French, born Prussia",,https://images.metmuseum.org/CRDImages/ph/original/DT6030.jpg
"Vienne, Souterrain","French, born Prussia",,https://images.metmuseum.org/CRDImages/ph/original/DP137972.jpg
[Imperial Library of the Louvre],"French, born Prussia",,https://images.metmuseum.org/CRDImages/ph/original/DT1122.jpg
Gare d'Enghien,"French, born Prussia",,https://images.metmuseum.org/CRDImages/ph/original/DT6954.jpg
Pont en Royans,"French, born Prussia",,https://images.metmuseum.org/CRDImages/ph/original/DT6955.jpg
Entrée du Robinet,"French, born Prussia",,https://images.metmuseum.org/CRDImages/ph/original/DP137980.jpg
Groupe dans le parc du château de La Faloise,"French, born Prussia",,https://images.metmuseum.org/CRDImages/ph/original/DP261143.jpg
The Burg Weiler Altar Triptych (Altarpiece with the Virgin and Child and Saints),German,German,https://images.metmuseum.org/CRDImages/cl/original/DP164882.jpg
Studies of a monument,German,,https://images.metmuseum.org/CRDImages/dp/original/DP804512.jpg
Design for a Funerary Monument,German,,https://images.metmuseum.org/CRDImages/dp/original/DP803580.jpg
Design for a Funeral Monument (Preparatory Drawing for a Print),German,,https://images.metmuseum.org/CRDImages/dp/original/DP874836.jpg
Temple Monument in a Park on a Lake,German,,https://images.metmuseum.org/CRDImages/dp/original/DP820714.jpg
Design for a Monument of the Victory of Waterloo (recto); Portico with Corinthian Columns (verso),German,,https://images.metmuseum.org/CRDImages/dp/original/DP819697.jpg
Design for a Funerary Monument,German,,https://images.metmuseum.org/CRDImages/dp/original/DP809386.jpg
Design studies for monuments,German,,https://images.metmuseum.org/CRDImages/dp/original/DP810460.jpg
Tête du Sphynx,German,,https://images.metmuseum.org/CRDImages/ph/original/DP116909.jpg
Memorial Column with an Iron Hand,German,,https://images.metmuseum.org/CRDImages/dp/original/DP824229.jpg
An Old Lady Sitting Near a Pillar at Side of Road,German,,https://images.metmuseum.org/CRDImages/dp/original/DP824241.jpg
The Entrance Hall of the Regensburg Synagogue,German,,https://images.metmuseum.org/CRDImages/dp/original/DP822166.jpg
Shield Bearer with the Ducal Arms of Saxony,German,,https://images.metmuseum.org/CRDImages/es/original/DP220491.jpg
View of the City of Prague,German,,https://images.metmuseum.org/CRDImages/dp/original/64FF_PRAGAr1.jpg
The Garden of False Learning from The Table of Cebes,German,,https://images.metmuseum.org/CRDImages/es/original/DT4613.jpg
Virgin and Child with Saint Anne,German,,https://images.metmuseum.org/CRDImages/ep/original/DP280846.jpg
Nymph of the Spring,German,,https://images.metmuseum.org/CRDImages/rl/original/DP159773.jpg
Arch of Honor,German,,https://images.metmuseum.org/CRDImages/dp/original/DP-18319-001.jpg
Clock,German,,https://images.metmuseum.org/CRDImages/es/original/DP104657.jpg
Armchair,German,,https://images.metmuseum.org/CRDImages/es/original/DP106663.jpg
The Dormition of the Virgin; (reverse) Christ Carrying the Cross,German,,https://images.metmuseum.org/CRDImages/ep/original/DP296229.jpg
Study of a Tree; verso: Study of Houses,German,,https://images.metmuseum.org/CRDImages/dp/original/DP815486.jpg
A Roman Landscape with Figures,German,,https://images.metmuseum.org/CRDImages/ep/original/DP293064.jpg
The Stag-Hunt,German,,https://images.metmuseum.org/CRDImages/dp/original/DP841414.jpg
Tankard,German,,https://images.metmuseum.org/CRDImages/es/original/ES4708.jpg
St. John the Baptist Holding the Lamb,German,,https://images.metmuseum.org/CRDImages/dp/original/DP826595.jpg
Arcadian Landscape with Three Figures at a Lake,German,,https://images.metmuseum.org/CRDImages/dp/original/DP162181.jpg
Writing box,German,,https://images.metmuseum.org/CRDImages/es/original/DT278288.jpg
Group of Seven Horses,German,,https://images.metmuseum.org/CRDImages/dp/original/DP826747.jpg
The Crucifixion,German,,https://images.metmuseum.org/CRDImages/ep/original/DP164823.jpg
Maximilian Presented by his Patron Saints to the Almighty,German,,https://images.metmuseum.org/CRDImages/dp/original/DP822202.jpg
Joseph and Karl August von Klein,German,,https://images.metmuseum.org/CRDImages/ep/original/ep95.14.85.R.jpg
The Witches,German,,https://images.metmuseum.org/CRDImages/dp/original/DP826749.jpg
The Witches,German,,https://images.metmuseum.org/CRDImages/dp/original/DP826750.jpg
Johann Joachim Winckelmann (1717–1768),German,,https://images.metmuseum.org/CRDImages/ep/original/DP120383.jpg
Door knocker (one of a pair),German,,https://images.metmuseum.org/CRDImages/es/original/208566.jpg
Door knocker (one of a pair),German,,https://images.metmuseum.org/CRDImages/es/original/ES2085.jpg
Portrait of a Man and His Wife (Lorenz Kraffter and Honesta Merz?),German,,https://images.metmuseum.org/CRDImages/ep/original/DP296529.jpg
The Flagellation,German,,https://images.metmuseum.org/CRDImages/ep/original/DP164873.jpg
"The Empress Elizabeth of Russia (1709–1762) on Horseback, Attended by a Page",German,,https://images.metmuseum.org/CRDImages/ep/original/DP368624.jpg
Joseph Interpreting the Dreams of Pharaoh,German,,https://images.metmuseum.org/CRDImages/ep/original/DP164851.jpg
Chancellor Leonhard von Eck (1480–1550),German,,https://images.metmuseum.org/CRDImages/ep/original/DP280850.jpg
Relief with Enthroned Ruler,Guatemalan or Mexican,Maya,https://images.metmuseum.org/CRDImages/ao/original/DP104826.jpg
One Hundred Horses,Italian,China,https://images.metmuseum.org/CRDImages/as/original/DP355646.jpg
Portal from the Church of San Leonardo al Frigido,Italian,Italian,https://images.metmuseum.org/CRDImages/cl/original/DP132217.jpg
Presentation Scene with Saint Peter Martyr and Three Donors,Italian,Italian,https://images.metmuseum.org/CRDImages/cl/original/DT4966.jpg
Madonna and Child Enthroned with Two Cherubim,Italian,"Italian, Siena",https://images.metmuseum.org/CRDImages/rl/original/DT3030.jpg
Altarpiece,Italian,North Italian,https://images.metmuseum.org/CRDImages/md/original/sf17-190-489s01a.jpg
Design for a Wall Monument,Italian,,https://images.metmuseum.org/CRDImages/rl/original/DP324211.jpg
Study for the Equestrian Monument to Francesco Sforza,Italian,,https://images.metmuseum.org/CRDImages/rl/original/DP324215.jpg
Wall Monument,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP801911.jpg
"The Morning Toilet (La Petite Toilette), from Le Monument du Costume",Italian,,https://images.metmuseum.org/CRDImages/dp/original/DT232068.jpg
Plate 28: Arch of Trajan in Ancona (Arco di Trajano in Ancona),Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP827961.jpg
Plate 25: Amphitheater of Verona (Anfiteatro di Verona),Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP827969.jpg
Design for a Monument,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP801331.jpg
Plate 20: Tomb of Caecilia Metella called the Capo di Bove (Ox Head) (Sepolcro di Metela detto Capo di Bove),Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP827971.jpg
Plate 22: Rear View of the Temple of Pola in Istria. 1. Rear View of another temple. (Rovescio del Tempio di Pola di Istria. 1. Rovescio di un Altro Tempio.),Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP827966.jpg
Plate 24: Arch of Pola in Istria near the Gate (Arco di Pola in Istria vicino alla Porta),Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP827968.jpg
Plate 26: Temple of Clitumnus between Foligno and Spoleto . . . (Tempio di Clitumno tra Fuligno e Spoletti . . .),Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP827958.jpg
Arch of Galienus. 1. Façade od the Church of S. Vito (Arco di Galieno. 1. Facciata della Chiesa di S. Vito),Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP827962.jpg
Plate 27: Tomb of the three Curiatii brothers in Albano (Sepolcro delle tre fratelli Curiati in Albano),Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP827960.jpg
Plate 17: The Arch of Rimini built by Augustus (Arco di Rimino fabbricato da Augusto),Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP827970.jpg
Plate 18: The Tomb of the Scipios (Sepolcro della famiglia de' Scipioni),Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP828179.jpg
Sketch for Wall Monument,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP801930.jpg
Sketch for Wall Monument,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP801899.jpg
Plate 23: Amphitheater of Pola in Istria near the sea (Anfiteatro di Pola in Istria vicino al mare),Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP827967.jpg
Plate 21: Temple of Pola in Istria (Tempio di Pola in Istria),Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP827965.jpg
Soldiers Around a Monument,Italian,,https://images.metmuseum.org/CRDImages/rl/original/DT3206.jpg
Ancient Rome,Italian,,https://images.metmuseum.org/CRDImages/ep/original/DT1418.jpg
Tomb Monument with Skeletons,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP802563.jpg
Design for a Funerary Monument,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP811552.jpg
Design of an Architectural Monument (Tomb?).,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP804070.jpg
Designs for a Funerary Monument with Stairs (Recto). Various Funerary Monument Designs (Verso).,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP809745.jpg
Design for a Tomb or Wall Monument,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP802682.jpg
Left Half Design for Wall Monument with Escutcheon Motif,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP802689.jpg
Tomb Monument with Crucifix and Coat of Arms,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP802564.jpg
Design for a Funerary Monument or Epitaph with Mourning Figures,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP803192.jpg
Design for a Catafalque or a Tomb Monument,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP803649.jpg
Right Half of Wall Monument Design with Urn Above,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP802690.jpg
Sheet with Various Designs for Tables and a Funerary Monument,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP809766.jpg
Saint Catherine of Alexandria,Italian,,https://images.metmuseum.org/CRDImages/es/original/DP271668.jpg
Design for Wall Decoration with a Funeral Monument Decorated with Columns and Putti Holding Garlands.,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP802116.jpg
"Funerary Monument with Two Male Figures (Santa Maria del Popolo, Cappella Chigi, Rome)",Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP803037.jpg
"Stage design: piazza with a building, an obelisk, and a monument. Building and monument with numbers referring to inscription below.",Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP803654.jpg
Designs for Archways and Baldachins with Caryatids and Coats of Arms (Recto). Design for a Monument with Statues of Prudence and Fortitude (Verso).,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP809743.jpg
Design for a Sepulchral Monument Divided in Two Parts with Bas Relief Surmounted by Statues and Foliate Decoration Below.,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP809180.jpg
"Frontispiece: a monument decorated with the Medici coat of arms at top in center, flames at top to either side, a hooded figure on right side of monument with a weasel below, a figure to left side wearing a papal crown, a scene of a monk chasing away demons with a cross on base of monument, from 'Frontispiece and four scenes from the life of Saint John Gualbert' (Frontispice et quatre vignettes pour une vie de Saint Jean Gualbert)",Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP827805.jpg
"Facade of a triumphal monument with three scenes depicting deeds of Pope Clement VIII, a temporary decoration for the entry of Pope Clement VIII in Bologna in 1598",Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP837831.jpg
"Plate 1: a monument with statues and a coat of arms in the center, a draughstman on the ground beneath a tree to right, two groups of lovers to left in the background, from 'Various landscapes' (Divers paysages)",Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP817810.jpg
"Plate 1: a monument with statues and a coat of arms in the center, a draughstman on the ground beneath a tree to right, two groups of lovers to left in the background, from 'Various landscapes' (Divers paysages)",Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP827792.jpg
"Plate 4: a Corinthian capital on the ground to left in the foreground, a monument with figures in low relief to left in the middleground, various animals and two shepherds to right, a round composition, from 'Roman landscapes and ruins' (Paysages et ruines de Rome)",Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP828076.jpg
"Plate 4: a Corinthian capital on the ground at left, a monument with figures in low relief at left in the middleground, various animals and two shepherds at right, from 'Roman landscapes and ruins' (Paysages et ruines de Rome)",Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP817975.jpg
"Plate 1: fragments from ancient monuments, from 'Roman Landscapes and Ruins' (Paysages et ruines de Rome)",Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP817977.jpg
"Piazza e Portici della Basilica Vaticana from: Il Nuovo Teatro delle Fabbriche, et Edificii, in Prospettiva di Rome Moderna (...)",Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP273751.jpg
"Architectural Fantasy: Temple-like Building with Colonnades, a Monumental Staircase, and a Burnt Offering (Sacrifice) in the Foreground",Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP803658.jpg
"Design for a Festival Monument: Base Holds a Small Orchestra; Triumphal Arch Surmounted by a Cartouche-Decorated Pyramid with Figure of Fame, below, a Royal Crown.",Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP820198.jpg
Design for a Stage Set: Design in Section of a Two-Storied Entrance Hall (Recto). Elevation Design for a Monumental Entrance with Columns and Rounded Pediment (Verso).,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP801341.jpg
"Venetian Capriccio: Landscape with a Farm Building, Sarcophagus, and Fountain (recto);  Monument (verso)",Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP807982.jpg
Design for a Pedestal (recto); Design for the Plan of a Monument (verso),Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP809629.jpg
Fanciful Landscape (Landscape with Villa Building and Equestrian Monument),Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP801289.jpg
Design for an Octagonal Table and Top (Recto); Design for altar or tomb monument (Verso),Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP802151.jpg
Modern Rome,Italian,,https://images.metmuseum.org/CRDImages/ep/original/DT1403.jpg
"[Main Gate of Imam Riza, Mashhad, Iran]",Italian,,https://images.metmuseum.org/CRDImages/ph/original/DP202964.jpg
Capricio with Architectural Ruins in Perspective.,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP803317.jpg
The Main Square in Andria (Bari),Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP801598.jpg
Imaginary Landscape with Classical Ruins; Fountain in Foreground,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP809449.jpg
"Place des Pyramides, Paris",Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP807767.jpg
"Plate 3: La Place Royale, equestrian statue of Louis XIII in profile facing the left in center, various horsemen and figures in background, from 'Various Figures' (Agréable diversité de figures)",Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP817339.jpg
"The Forum of Trajan, Rome",Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP809166.jpg
Entrance of the Polish Legation into Rome,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP818147.jpg
Speculum Romanae Magnificentiae: Trajan's Column,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP870273.jpg
"Plate 3: La Place Royale, equestrian statue of Louis XIII in profile facing the left in center, various horsemen and figures in background, from 'Various Figures' (Agréable diversité de figures)",Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP833192.jpg
The Assumption of the Virgin,Italian,,https://images.metmuseum.org/CRDImages/rl/original/DP-13487-001.jpg
Madonna and Child with Scroll,Italian,,https://images.metmuseum.org/CRDImages/es/original/DP-16188-001.jpg
A Sheet of Studies with Architectural Motifs and Two Sketches for a Visitation (Recto). Sketch for a Funerary Monument (Verso),Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP809549.jpg
"Ornamental Design for a Wall Monument Surmounted by a Balustrade with Human Figures, Angels Holding Garlands and Draperies (recto and verso).",Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP809469.jpg
Seated Satyr,Italian,,https://images.metmuseum.org/CRDImages/es/original/DP-266-002.jpg
George Washington,Italian,,https://images.metmuseum.org/CRDImages/es/original/DT2029.jpg
Andromeda and the Sea Monster,Italian,,https://images.metmuseum.org/CRDImages/es/original/DP248137.jpg
Virgin and Child,Italian,,https://images.metmuseum.org/CRDImages/es/original/DP-17649-001.jpg
Saint Andrew,Italian,,https://images.metmuseum.org/CRDImages/es/original/DP246604.jpg
"Panaromic View of the Bacino di San Marco, Looking up the Giudecca Canal",Italian,,https://images.metmuseum.org/CRDImages/rl/original/DT3180.jpg
Bishop Saint in Bust-Length (Cartoon for an Altarpiece),Italian,,https://images.metmuseum.org/CRDImages/dp/original/DT3912.jpg
The Battle of Vercellae,Italian,,https://images.metmuseum.org/CRDImages/ep/original/DT2944.jpg
The Triumph of Marius,Italian,,https://images.metmuseum.org/CRDImages/ep/original/DT9353.jpg
The Capture of Carthage,Italian,,https://images.metmuseum.org/CRDImages/ep/original/DT1445b.jpg
The Captured Turk,Italian,,https://images.metmuseum.org/CRDImages/es/original/36994.jpg
Jupiter and Juno: Study for the 'Furti di Giove' Tapestries,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP245484.jpg
Lucretia,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP862672.jpg
Project for a Monumental Tomb,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP801956.jpg
Ancient Naval Battle (Recto); Park with Monuments (Verso),Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP802161.jpg
Design for a Stage Set with a Monumental Arcaded Courtyard.,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP801284.jpg
Putti Playing with Hoops (Cartoon for a Fresco in the Parma Cathedral),Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP279476.jpg
Saint Jerome in the Wilderness,Italian,,https://images.metmuseum.org/CRDImages/es/original/DP236930.jpg
The Farnese Table,Italian,,https://images.metmuseum.org/CRDImages/es/original/ES1773.jpg
The Meditation on the Passion,Italian,,https://images.metmuseum.org/CRDImages/ep/original/DP296427.jpg
"Veduta di Tutta la Basilica Vaticana (...) from: Il Nuovo Teatro delle Fabbriche, et Edificii, in Prospettiva di Rome Moderna (...)",Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP273752.jpg
Alpheus and Arethusa,Italian,,https://images.metmuseum.org/CRDImages/es/original/DP248115.jpg
Landscape with Peasants at a Fountain,Italian,,https://images.metmuseum.org/CRDImages/ep/original/ep59.189.1.bw.R.jpg
Design for a Proscenium or Monumental Alcove,Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP809625.jpg
"The Monumental Tablet, from Grotteschi (Grotesques)",Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP828188.jpg
The Demidoff Table,Italian,,https://images.metmuseum.org/CRDImages/es/original/DP246000.jpg
Design for a Wall Tomb or Monument (Recto); Smaller Variant Version with Half Length Madonna & Child on Crescent Moon (Verso),Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP811050.jpg
The Adoration of the Magi,Italian,,https://images.metmuseum.org/CRDImages/ep/original/DT3.jpg
"Plate 1: various fragments of ancient monuments, a round composition, from 'Roman landscapes and ruins' (Paysages et ruines de Rome)",Italian,,https://images.metmuseum.org/CRDImages/dp/original/DP828071.jpg
Head of Jupiter,Italian,,https://images.metmuseum.org/CRDImages/es/original/DP155321.jpg
Madonna and Child Enthroned with Saints,Italian,,https://images.metmuseum.org/CRDImages/ep/original/DT13.jpg
